timestamp,date,time_of_day,satellite,x_error,y_error,z_error,clock_error
2025-09-04 02:00:00,2025-09-04,02:00,GEO,-0.722049899,-0.053910244,2.828218274,-0.441571956
2025-09-04 02:00:00,2025-09-04,02:00,MEO1,-0.663020635,-0.150727611,-0.862879188,-0.210255003
2025-09-04 02:00:00,2025-09-04,02:00,MEO1,-0.663020635,-0.150727611,-0.862879188,-0.210255003
2025-09-05 02:00:00,2025-09-05,02:00,GEO,3.726228692,3.891447306,2.653838237,-0.061024344
2025-09-05 02:00:00,2025-09-05,02:00,MEO1,-0.522071518,0.627076853,-0.604027957,0.102014217
2025-09-05 02:00:00,2025-09-05,02:00,MEO1,-0.522071518,0.627076853,-0.604027957,0.102014217
2025-09-06 02:00:00,2025-09-06,02:00,GEO,-1.538584944,-0.455759063,4.866609334,-0.699990956
2025-09-06 02:00:00,2025-09-06,02:00,MEO1,0.015509419,0.791806834,0.168363828,0.03017576
2025-09-06 02:00:00,2025-09-06,02:00,MEO1,0.015509419,0.791806834,0.168363828,0.03017576
2025-09-07 02:00:00,2025-09-07,02:00,GEO,-4.786348879,-3.872190963,2.386659707,1.04705307
